순번,언어,발행처,BRM,자료명
2628,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Security and Trust Considerations for Digital Twin Technology
2629,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Reference Correlation of the Thermal Conductivity of Nitrogen from the Triple Point to High Temperatures and Pressures
2630,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",On the effect of “glancing” collisions in the cold atom vacuum standard
2631,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Quality Evaluation for Colored Point Clouds Produced by Autonomous Vehicle Sensor Fusion Systems
2632,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Entanglement Routing in Quantum Networks: A Comprehensive Survey
2633,영어,National Institute of Standards and Technology,"과학기술 / 과학기술연구,통신 / 방송통신",Industrial Wireless non-Communications Aggressor Reproduction: A Playback Approach for TIG Welding Measurements
2634,영어,Congressional Budget Office,"일반공공행정 / 재정·금융,재정·세제·금융 / 기획재정",How Changes in Economic Conditions Might Affect the Federal Budget: 2025 to 2035
2635,영어,U.S. Census Bureau,"사회복지 / 주택,일반공공행정 / 국가통계",Enhancing Web Survey Data Quality While Minimizing Burden: An Evaluation of Strategies for Numeric Open-ended Income and Expense Questions in U.S. Census Bureau Household Surveys
2636,영어,U.S. Census Bureau,"과학기술 / 과학기술연구,일반공공행정 / 법제",A Machine Learning Approach for Counting Language Minority Groups in the United States
2637,영어,U.S. Census Bureau,"과학기술 / 과학기술연구,일반공공행정 / 법제",A Question Template for Non-Methodologists when Redesigning a Questionnaire
2638,영어,U.S. Census Bureau,"사회복지 / 보육·가족및여성,일반공공행정 / 법제","Divorce, Family Arrangements, and Children’s Adult Outcomes"
2639,영어,U.S. Census Bureau,"일반공공행정 / 국가통계,일반공공행정 / 일반행정",2024 American Community Survey Mailout Timing Test
2640,영어,U.S. Census Bureau,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Accelerating Entropy Balancing Sample Weighting
2641,영어,U.S. Census Bureau,"일반공공행정 / 국가통계,일반공공행정 / 일반행정",Cross-Survey Modeling: Fusing Data from Multiple Data Sources to Enhance Multi-Dimensional Measures
2642,영어,U.S. Census Bureau,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",The Rising Returns to R&D: Ideas Are Not Getting Harder to Find
2643,영어,U.S. Census Bureau,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Impact Investing and Worker Outcomes
2644,영어,American Enterprise Institute,"일반공공행정 / 일반행정,일반공공행정 / 국정운영","How Congress Lost, Part VII: The Ambiguous Legacy of Andrew Jackson"
2645,영어,American Enterprise Institute,"일반공공행정 / 일반행정,일반공공행정 / 국정운영","An Initial Assessment of Proportional Ranked-Choice Voting in Portland, Oregon"
2646,영어,Urban Institute,"사회복지 / 취약계층지원,일반공공행정 / 일반행정",Mapping Potential Need for Public Benefits and Access Challenges: A Model Approach Using Publicly Available Data
2647,영어,Urban Institute,"보건 / 보건의료,사회복지 / 보육·가족및여성","How to Map Potential Need for Public Benefits, Populations of Interest, and Access Challenges: Guidance for Using Publicly Available Data and Analytic Approaches"
2648,영어,Urban Institute,"교육 / 고등교육,재정·세제·금융 / 금융",The Congressional Risk-Sharing Proposal Creates New Incentives and Uncertainty for Postsecondary Institutions
2649,영어,Urban Institute,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Shifting Immigration Policies Jeopardize Immigrant Families with Children: Challenges to Basic Needs and Health Care
2650,영어,Urban Institute,"보건 / 건강보험,재정·세제·금융 / 기획재정","Reconciliation Bill and End of Enhanced Subsidies Would Cut Health Care Provider Revenue and Spike Uncompensated Care: Between 2025 and 2034, Providers Would Lose $1 Trillion"
2651,영어,Urban Institute,"공공질서및안전 / 경찰,재정·세제·금융 / 기획재정",An Assessment of Measure Z in Oakland: The Implementation of the Oakland Police Department’s Geographic and Community Policing Strategies and Special Victims Section
2652,영어,Urban Institute,"보건 / 건강보험,재정·세제·금융 / 기획재정",Eliminating Medicaid Expansion in Ohio in Response to Reduced Federal Funding: Health Coverage and Cost Consequences
2653,영어,Urban Institute,"지역개발 / 지역및도시,일반공공행정 / 국민권익·인권","Community Ownership and Self-Determination: Case Studies from Atlanta, Boston, Lisjan Territory, and New Orleans"
2654,영어,Urban Institute,"사회복지 / 주택,재정·세제·금융 / 금융","Housing Finance At A Glance: A Monthly Chartbook, May 2025"
2655,영어,Urban Institute,"사회복지 / 취약계층지원,재정·세제·금융 / 기획재정",Early Participant Experiences from the California Guaranteed Income Pilot Program
2656,영어,Urban Institute,"사회복지 / 취약계층지원,재정·세제·금융 / 기획재정",Why Many Struggle to Access Charitable Food While Demand Remains High: Results from the December 2024 Well-Being and Basic Needs Survey
2657,영어,Centre for European Policy Studies,"산업·통상·중소기업 / 산업진흥·고도화,산업·통상·중소기업 / 산업·중소기업일반","Whose corporate governance? Reimagining accountability, moving beyond shareholder primacy"
2658,영어,Centre for European Policy Studies,"일반공공행정 / 법제,재정·세제·금융 / 금융",Unfit for purpose? The legal maze of credit scoring under EU law
2659,영어,Centre for European Policy Studies,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",GHG emissions in the Western Balkans: where do we stand?
2660,영어,Centre for European Policy Studies,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Much more than minerals: the US-Ukraine minerals agreement and its geopolitical implications
2661,영어,Istituto Affari Internazionali,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",European and Italian Just Transition Policies amid Industrial Decarbonisation and External Policies
2662,영어,Istituto Affari Internazionali,"과학기술 / 과학기술연구,통일·외교 / 외교",Regulating Cyberspace: UN Consensus-Building in a Fragmented Digital World
2663,영어,Istituto Affari Internazionali,"국방 / 병무행정,통일·외교 / 외교","Can Reconciliation Happen without (Positive) Peace? Justice, Politics and the Kurdish Conflict"
2664,영어,Istituto Affari Internazionali,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",Will Trump’s Visit to the Gulf Be More than Just Fanfare?
2665,영어,Istituto Affari Internazionali,"국방 / 병무행정,통일·외교 / 외교","The Italian Job: Navigating between the UK, the EU and Trump"
2666,영어,Istituto Affari Internazionali,"국방 / 병무행정,통일·외교 / 외교",Focus euroatlantico n. 8 (febbraio-maggio 2025)
2667,영어,Istituto Affari Internazionali,"일반공공행정 / 국정운영,통일·외교 / 외교",European Competitiveness at Stake: Industrial and Technological Challenges
2668,영어,Istituto Affari Internazionali,"지역개발 / 수자원,환경 / 환경일반",The Troubled Water Resources of Central Asia Need Better Management
2669,영어,Amnesty International,"공공질서및안전 / 안전관리,일반공공행정 / 국민권익·인권",Human rights in Iran: Review of 2024/2025
2670,영어,Amnesty International,"공공질서및안전 / 안전관리,일반공공행정 / 국민권익·인권",The State of the World’s Human Rights: April 2025
2671,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Submission on stream-specific work permit (sectoral permit) for the Fishing and Agricultural Stream
2672,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권","Rescuing the SDGs: Plenty of Resources, Lack of Will"
2673,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Human rights implications of technology-facilitated gender-based violence: Submission to the Human Rights Council Advisory Committee
2674,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Write for Rights 2024 Campaign Report
2675,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Protest under attack: Human rights violations during Mozambique’s post-2024 election crackdown
2676,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Activists and organizations from Haiti and its diaspora urge France to address its colonial past in Haiti on the bicentenary of the “independence debt”
2677,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",I have to choose whether to buy food or pay my rent: The impact of austerity measures on the right to adequate housing in Finland
2678,영어,Amnesty International,"사회복지 / 보육·가족및여성,일반공공행정 / 국민권익·인권",Branded for life: how witchcraft accusations lead to human rights violations of hundreds of women in north Ghana
2679,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Ethiopia: Federal government must pause the corridor development project and end forced evictions
2680,영어,Amnesty International,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Enforced disappearances in limbo: the human cost of repressive cooperation between the US and El Salvador
2681,영어,Amnesty International,"공공질서및안전 / 안전관리,일반공공행정 / 국민권익·인권",“They Raped All of Us”: Sexual Violence Against Women and Girls in Sudan
2682,영어,Amnesty International,"공공질서및안전 / 법무및검찰,일반공공행정 / 국민권익·인권",Comments and observations on the draft articles on immunity of state officials from foreign criminal jurisdiction by the International Law Commission
2683,영어,Amnesty International,"사회복지 / 보육·가족및여성,일반공공행정 / 국민권익·인권",Left to Their Own Devices: The Chilling Effects of Online Harassment on Young Human Rights Defenders in the Philippines
2684,영어,Demos,"사회복지 / 주택,일반공공행정 / 국정운영",The MIMBY Majority: How to unlock housebuilding with early and representative public participation in planning
2685,영어,International Institute for Environment and Development,"지역개발 / 지역및도시,환경 / 환경일반",Communicating locally-led nature restoration: themes and insights
2686,영어,International Institute for Environment and Development,"지역개발 / 지역및도시,환경 / 환경일반",The realities of country platforms for LDCs and SIDS: ten key lessons
2687,영어,International Institute for Environment and Development,"농림 / 농업·농촌,환경 / 환경일반",Human-elephant conflict handbook: a guide to crop protection from elephant raiding
2688,영어,International Institute for Environment and Development,"농림 / 임업·산촌,환경 / 환경일반",Forest and Farm Facility Annual Report 2024
2689,영어,International Institute for Environment and Development,"사회복지 / 취약계층지원,환경 / 환경일반","Equity, inclusion and justice strategy"
2690,영어,Fridtjof Nansen Institute,"재정·세제·금융 / 금융,환경 / 환경일반",Macroeconomic crises and green recovery spending: Introducing the CLIMREC dataset
2691,영어,Fridtjof Nansen Institute,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Electricity pricing for households in Norway and the United Kingdom – what happens when prices rise sharply?
2692,영어,Fridtjof Nansen Institute,"교통및물류 / 물류등기타,환경 / 환경일반",Towards dynamic evaluations: Assessing the politics of Stavanger’s free public transport experiment
2693,영어,Norwegian Institute for Air Research,"교육 / 교육일반,환경 / 환경일반",Predicting the student’s perceptions of multi-domain environmental factors in a Norwegian school building: Machine learning approach
2694,영어,Norwegian Institute for Air Research,"교통및물류 / 물류등기타,환경 / 환경일반",Modelling the influence of suburban sprawl vs. compact city development upon road network performance and traffic emissions
2695,영어,Norwegian Institute for Air Research,"농림 / 농업·농촌,환경 / 환경일반",Potato plant disease detection: Leveraging hybrid deep learning models
2696,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",Temporal and cross-sectional associations of serum per- and polyfluoroalkyl substances (PFAS) and lipids from 1986 to 2016 − The Tromsø study
2697,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Supervised Anomaly Detection in Univariate Time-Series Using 1D Convolutional Siamese Networks
2698,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 폐기물",Microplastic pellets in Arctic marine sediments: a common source or a common process?
2699,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",Methane emissions from Australia estimated by inverse analysis using in-situ and Satellite (GOSAT) atmospheric observations
2700,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,보건 / 보건의료",Sb-PiPLU: A Novel Parametric Activation Function for Deep Learning
2701,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",Legacy and emerging per- and polyfluoroalkyl substances in eggs of yellow-legged gulls from Southern France
2702,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 대기","Status report of air quality in Europe for year 2024, using validated and up-to-date data"
2703,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",New Approach Methods (NAMs) for genotoxicity assessment of nano- and advanced materials; Advantages and challenges
2704,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",Investigating the impact of climate change on PCB-153 exposure in Arctic seabirds with the nested exposure model
2705,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반",An Introduction to prismAId: Open-Source and Open Science AI for Advancing Information Extraction in Systematic Reviews
2706,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,보건 / 식품의약안전",Hazard characterization of the mycotoxins enniatins and beauvericin to identify data gaps and improve risk assessment for human health
2707,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,환경 / 환경일반","Best Practice Protocol for the validation of Aerosol, Cloud, and Precipitation Profiles (ACPPV)"
2708,영어,USDA Economic Research Service,"농림 / 농업·농촌,보건 / 식품의약안전","Who Regularly Uses the Nutrition Facts Label? Exploring Demographic, Socioeconomic, and Geographic Differences"
2709,영어,USDA Economic Research Service,"농림 / 농업·농촌,보건 / 식품의약안전",U.S. Household Food Spending Post COVID-19 and the Implications for Diet Quality
2710,영어,USDA Economic Research Service,"농림 / 농업·농촌,일반공공행정 / 재정·금융",International Income and Price Elasticity Estimates: An Update
2711,영어,USDA Economic Research Service,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치",Growing Demand for Broken Rice for Feed and Food: The Implications for Global Trade
2712,영어,USDA Economic Research Service,"지역개발 / 수자원,농림 / 농업·농촌",The Agricultural and Economic Value of Water
2713,영어,USDA Economic Research Service,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치",Assessing the Recent Shift in the Price Relationship Between India’s and Global Grain Markets
2714,영어,USDA Economic Research Service,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치",Evaluating the Impacts of Projected Yield Changes on India’s Wheat and Rice Markets
2715,영어,USDA Economic Research Service,"농림 / 농업·농촌,사회복지 / 취약계층지원",County Characteristics Associated With Receipt of Food Boxes Through the Farmers to Families Food Box Program
2716,영어,USDA Economic Research Service,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치",Demand for Alternative Feed Grains for Broiler Production in an Era of Global Price Uncertainty: The Case of Sorghum
2717,영어,USDA Economic Research Service,"농림 / 농업·농촌,보건 / 식품의약안전","Manufacturers' Bids for Infant Formula Rebate Contracts, 2013–23"
2718,영어,USDA Economic Research Service,"지역개발 / 지역및도시,농림 / 농업·농촌",Nonfamily Farm Operations and the Households That Operate Them
2719,영어,Statistics Canada,"공공질서및안전 / 법무및검찰,사회복지 / 취약계층지원","Disparities in Decision and Sentencing Outcomes Between Indigenous Accused and White Accused in Adult Criminal Court, 2016/2017 to 2020/2021"
2720,영어,Statistics Canada,"사회복지 / 고용노동,산업·통상·중소기업 / 산업·중소기업일반",Adapting to Change: The Impact of the COVID-19 Pandemic on Self-employment Transitions in Canada
2721,영어,Statistics Canada,"보건 / 보건의료,산업·통상·중소기업 / 산업진흥·고도화","The Canadian Research and Development Pharmaceutical Sector, 2022"
2722,영어,Statistics Canada,"사회복지 / 고용노동,일반공공행정 / 국민권익·인권","Labour Market Characteristics of Persons with and Without Disabilities, 2024"
2723,영어,Statistics Canada,"사회복지 / 기초생활보장,재정·세제·금융 / 세제",Social Assistance Recipients in Canada: Documenting the Filing Patterns of Recipients
2724,영어,Statistics Canada,"사회복지 / 고용노동,재정·세제·금융 / 세제",The Filing Patterns Of Wage Earners And Receipt Of The Canada Workers Benefit
2725,영어,Statistics Canada,"사회복지 / 고용노동,통일·외교 / 외교",Citizenship Acquisition and Active Presence of Immigrants in Canada
2726,영어,Statistics Canada,"사회복지 / 사회복지일반,통신 / 방송통신",Consuming User-Generated Videos And Its Impact On Wellbeing
2727,영어,Statistics Canada,"농림 / 농업·농촌,산업·통상·중소기업 / 통상",Recent Developments In The Canadian Economy: Spring 2025
2728,영어,Statistics Canada,"사회복지 / 사회복지일반,일반공공행정 / 국민권익·인권",Unity In Canada: Experimental Measures Of Feelings Towards People With Similar Or Different Views
2729,영어,Statistics Canada,"지역개발 / 지역및도시,사회복지 / 주택",Housing Use Of Immigrants And Non-Permanent Residents In Ownership And Rental Markets
2730,영어,Statistics Canada,"사회복지 / 고용노동,산업·통상·중소기업 / 통상",Job Quality In Industries Dependent On United States Demand For Canadian Exports
2731,영어,Statistics Canada,"사회복지 / 사회복지일반,일반공공행정 / 국정운영",Hopefulness About Canadian Society
2732,영어,Statistics Canada,"사회복지 / 사회복지일반,일반공공행정 / 국가통계","Life Expectancy At Birth Of Indigenous Populations In Canada, 2006-2011, 2011-2016, And 2016-2021"
2733,영어,Statistics Canada,"사회복지 / 취약계층지원,일반공공행정 / 국가통계","Infant Mortality Rates Of Indigenous Populations In Canada, 1994-1996, 2004-2006, And 2014-2016"
2734,영어,European Centre for Disease Prevention and Control,"과학기술 / 과학기술진흥,일반공공행정 / 국가통계",The European Surveillance System (TESSy): Zoonotic Influenza Virus Reporting Protocol Version 2.4
2735,영어,European Centre for Disease Prevention and Control,"보건 / 보건의료,일반공공행정 / 일반행정","Protocol for the Surveillance of Healthcare-Associated Infections and Prevention Indicators in European Intensive Care Units: HAI-Net ICU Protocol, Version 2.3"
2736,영어,European Centre for Disease Prevention and Control,"보건 / 보건의료,일반공공행정 / 일반행정",Guide for EU-level External Quality Assessments (EQAs) for Public Health Microbiology Laboratories
2737,영어,European Centre for Disease Prevention and Control,"보건 / 보건의료,일반공공행정 / 일반행정",European Antimicrobial Resistance Surveillance Network (EARS-Net) Surveillance Data For 2024: Antimicrobial Resistance (AMR) Reporting Protocol 2025
2738,영어,European Commission,"산업·통상·중소기업 / 산업진흥·고도화,환경 / 환경일반",Malta's National Energy and Climate Plan
2739,영어,The International Union for Conservation of Nature,"재정·세제·금융 / 기획재정,환경 / 자연",Practice Guidance for Protected and Conserved Area Finance
2740,영어,The International Union for Conservation of Nature,"지역개발 / 지역및도시,환경 / 자연",Natural World Heritage in Oceania: Progress and prospects
2741,영어,The International Union for Conservation of Nature,"통일·외교 / 외교,환경 / 자연",International Union for Conservation of Nature: Centre for Mediterranean Cooperation Annual Report 2024
2742,영어,The International Union for Conservation of Nature,"보건 / 보건의료,환경 / 자연","An Update on Great Ape Population Health, Disease Control and Outbreak Response: Supplement to the Best Practice Guidelines for Health Monitoring and Disease Control in Great Ape Populations"
2743,영어,The International Union for Conservation of Nature,"농림 / 농업·농촌,환경 / 자연",Guidelines on harvesting threatened species
2744,영어,The International Union for Conservation of Nature,"지역개발 / 지역및도시,환경 / 자연",IUCN ORMACC Guatemala’s Biennial Report 2023–2024
2745,영어,The International Union for Conservation of Nature,"해양수산 / 해양수산·어촌,환경 / 해양환경",Mediterranean Blue Carbon Strategy: First Edition
2746,영어,Asian Development Bank,"일반공공행정 / 지방행정·재정지원,환경 / 환경일반",Climate Change Governance at the Subnational Government Level in Asia and the Pacific
2747,영어,Asian Development Bank,"문화체육관광 / 관광,산업·통상·중소기업 / 무역및투자유치",Impact of Slowdown of Outbound Tourism from the People’s Republic of China on Asia and the Pacific
2748,영어,Asian Development Bank,"사회복지 / 보육·가족및여성,일반공공행정 / 지방행정·재정지원",Gender Equality and Social Inclusion Diagnostic of Selected Sectors in Maldives
2749,영어,Asian Development Bank,"과학기술 / 과학기술진흥,지역개발 / 수자원",Digitalizing H2O: The Future of Water in Asia and the Pacific
2750,영어,Asian Development Bank,"사회복지 / 주택,재정·세제·금융 / 금융",Evidence on the Determinants and Variation of Idiosyncratic Risk in Housing Markets
2751,영어,Asian Development Bank,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 기획재정",Estimating Asian Economies’ Missing Exports
2752,영어,Bank for International Settlements,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Stablecoins and Safe Asset Prices
2753,영어,Bank for International Settlements,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Monetary Policy and Earnings Inequality: Inflation Dependencies
2754,영어,Bank for International Settlements,"공공질서및안전 / 안전관리,재정·세제·금융 / 금융",Digital fraud - Executive Summary
2755,영어,Bank for International Settlements,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Regulating and Supervising Cross-Border Payment Service Providers - Executive Summary
2756,영어,Inter-American Development Bank,"사회복지 / 취약계층지원,환경 / 대기",How Is Air Pollution Monitoring and Exposure Distributed Across Socioeconomic Groups in Major Latin American Cities?
2757,영어,Inter-American Development Bank,"사회복지 / 취약계층지원,환경 / 대기","How Does Exposure to High Concentrations of Air Pollution Affect Daily Labor Supply, and Do These Effects Differ Across the Income Distribution?"
2758,영어,Inter-American Development Bank,"사회복지 / 고용노동,일반공공행정 / 일반행정","How Can Unemployment Insurance Programs Balance Support, Job Quality, and Costs?"
2759,영어,Inter-American Development Bank,"교육 / 교육일반,일반공공행정 / 일반행정",Do the Incentives Provided to Current Teachers Affect Future Cohorts?
2760,영어,Inter-American Development Bank,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Debt Ceiling Rules Under Intermediate Commitment: Discussion Paper
2761,영어,Inter-American Development Bank,"교육 / 교육일반,산업·통상·중소기업 / 무역및투자유치",Skills and Multinational Production
2762,영어,Inter-American Development Bank,"지역개발 / 수자원,환경 / 환경일반",AquaFund as a Catalyzer for Climate Action in the LAC Region
2763,영어,Inter-American Development Bank,"지역개발 / 수자원,사회복지 / 취약계층지원",Do Water Expenditures Exacerbate Inequality in Latin America and the Caribbean?
2764,영어,Institute of Economic Affairs,"보건 / 보건의료,일반공공행정 / 일반행정",The Corporate Playbook: A Self-Serving Myth
2765,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 산업진흥·고도화",World Employment and Social Outlook: May 2025 Update
2766,영어,International Labour Organization,"사회복지 / 사회복지일반,일반공공행정 / 일반행정",Global Flagship Programme on Building Social Protection Floors for All: 2024 Report
2767,영어,International Labour Organization,"사회복지 / 고용노동,환경 / 환경일반",Advancing a Just Transition Through Nationally Determined Contributions
2768,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 통상",World Employment and Social Outlook 2025: Asia and the Pacific May Update
2769,영어,International Labour Organization,"사회복지 / 고용노동,재정·세제·금융 / 기획재정",From Commitment to Action: The Global Accelerator on Jobs and Social Protection for Just Transitions
2770,영어,International Monetary Fund,"과학기술 / 과학기술진흥,사회복지 / 고용노동",Digitalization: A Catalyst for Intergenerational Occupational Mobility?
2771,영어,International Monetary Fund,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Interest Rate Sensitivity Scenarios to Guide Monetary Policy
2772,영어,International Monetary Fund,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Cyclical Fiscal Multipliers: Policy Mix and Financial Friction Puzzle
2773,영어,International Monetary Fund,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Powering the Future: Energy Transition Strategies for the ECCU
2774,영어,International Monetary Fund,"공공질서및안전 / 안전관리,재정·세제·금융 / 금융",Property Insurance Challenges in the ECCU: ECCU
2775,영어,International Monetary Fund,"공공질서및안전 / 안전관리,재정·세제·금융 / 금융",Fiscal Sustainability and Natural Disaster Risks in the ECCU: ECCU
2776,영어,International Monetary Fund,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",ECCU CBI Programs: Regional Significance and Risks
2777,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 에너지및자원개발,일반공공행정 / 일반행정",APEC Energy Statistics 2022
2778,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 통상,일반공공행정 / 일반행정",Performance Review Study of the APEC Business Travel Card (ABTC) Scheme
2779,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Promoting Digital Solar Resource Maps and Management Technologies in Advancing Renewables Growth in APEC
2780,영어,World Bank Group,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Myanmar Budget Brief
2781,영어,World Bank Group,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 기획재정","Viet Nam Macro Monitoring, April 2025"
2782,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제",Reforming Discriminatory Laws to Empower Women in Togo
2783,영어,World Bank Group,"사회복지 / 고용노동,일반공공행정 / 국정운영",The Road to Reforming Ethiopia’s Policies on Maternity and Paternity Leave
2784,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제",How Did India Successfully Reform Women’s Rights? Part I: Answers from the Movement on Equal Inheritance Rights
2785,영어,World Bank Group,"사회복지 / 취약계층지원,일반공공행정 / 법제","Safeguarding the Rights of Women with Disabilities to Family Life, Work, and Protection from Gender-based Violence"
2786,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제",How Did India Successfully Reform Women’s Rights? Part II: Answers from the Movement on Protection from Violence
2787,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제",Protecting Women and Girls from Cyber Harassment: A Global Assessment of Existing Laws
2788,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제",Women's Land Rights in Sub-Saharan Africa: Where do we Stand in Practice?
2789,영어,World Bank Group,"사회복지 / 보육·가족및여성,일반공공행정 / 법제","Changing Laws, Changing Lives: Family Law Reform as a Catalyst for Economic Prosperity"
2790,영어,World Bank Group,"산업·통상·중소기업 / 산업금융,재정·세제·금융 / 세제",Assessing the Business Environment in the EU-27: An Overview
2791,영어,World Bank Group,"과학기술 / 과학기술진흥,해양수산 / 해양수산·어촌","Knowledge, Data, and Information"
2792,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 환경일반",Climate Change and the Blue Economy in Africa
2793,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 해양환경",Coastal and Marine Biodiversity and Ecosystems
2794,영어,World Bank Group,"일반공공행정 / 일반행정,해양수산 / 해양수산·어촌",Developing and Incentivizing Institutions
2795,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 해양환경",Marine Pollution
2796,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 환경일반",Blue Economy for Resilient Africa Program Overview
2797,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 환경일반",Sustainable Fisheries
2798,영어,World Bank Group,"해양수산 / 해양수산·어촌,환경 / 해양환경",Marine Spatial Planning
2799,영어,World Bank Group,"사회복지 / 보육·가족및여성,산업·통상·중소기업 / 산업진흥·고도화",Making Progress on Parental Benefits in Low- and Middle-Income Countries
2800,영어,European Bank for Reconstruction and Development,"과학기술 / 과학기술진흥,산업·통상·중소기업 / 산업진흥·고도화",Local Booms and Innovation
2801,영어,European Bank for Reconstruction and Development,"사회복지 / 고용노동,산업·통상·중소기업 / 산업진흥·고도화","Remote Work, Employee Mix, and Performance"
2802,영어,International Atomic Energy Agency,"과학기술 / 과학기술진흥,일반공공행정 / 일반행정",Non-ergodic Ground Motion Models for Site Specific Seismic Hazard Assessment at Nuclear Installation Sites
2803,영어,International Atomic Energy Agency,"공공질서및안전 / 안전관리,과학기술 / 과학기술진흥",Education and Training Appraisal in Radiation Protection and Safety (EduTA): Guidelines
2804,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반",Enhancing Soil Health and Agroecology  in Kenya
2805,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반",Contribution to Food Production and Resilience of Food Systems in Ethiopia
2806,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반","Food Security, Nutrition, and Climate Resilience Evidence Review"
2807,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반",Investing in Rural People in Sri Lanka
2808,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반",Enhancing Climate Resilience and Sustainable Agriculture in Mozambique
